PM10,"PM2,5",NO2,O3,HUMEDAD,LLUVIA,TEMPERATURA,VEL.VIENTO,DIR. VIENTO,ICA_PM2.5,ICA_PM10,ICA_NO2,ICA_O3,Calidad_Aire
37.76,20.86,23.88496,6.85,78.13999999999999,0.0,23.160000000000004,1.1800000000000002,276.78,Regular,Buena,Buena,Buena,Regular
36.18,20.94,21.39544,14.65,79.22,0.0,22.48,1.16,315.38,Regular,Buena,Buena,Buena,Regular
31.28,18.58,23.470040000000004,11.25,78.17999999999999,0.0,22.080000000000005,1.3199999999999998,245.84,Regular,Buena,Buena,Buena,Regular
34.040000000000006,19.5,22.98296,5.4,74.91999999999999,0.0,22.120000000000005,1.3199999999999998,303.4599999999999,Regular,Buena,Buena,Buena,Regular
45.74,21.72,23.65044,1.45,76.35999999999999,0.0,21.96,1.14,270.38,Regular,Buena,Buena,Buena,Regular
51.65999999999999,22.92,33.89716,7.35,67.72,0.0,24.16,1.16,277.34000000000003,Regular,Buena,Buena,Buena,Regular
48.3,22.98,30.37936,21.9,60.3,0.0,26.32,1.34,295.18,Regular,Buena,Buena,Buena,Regular
39.720000000000006,20.860000000000003,14.594360000000002,55.150000000000006,48.12,0.0,28.76,1.12,294.02,Regular,Buena,Buena,Regular,Regular
35.14,18.58,9.94004,85.94999999999999,41.74,0.0,30.84,1.24,137.07999999999998,Regular,Buena,Buena,Mala,Mala
38.04,18.62,12.14092,99.3,37.06,0.0,32.5,1.02,224.08,Regular,Buena,Buena,Mala,Mala
40.6,20.06,13.47588,103.3,43.12,0.0,31.880000000000003,1.1,296.25999999999993,Regular,Buena,Buena,Mala,Mala
38.32,18.52,13.29548,88.75,46.3,0.0,31.22,1.44,277.48,Regular,Buena,Buena,Mala,Mala
35.739999999999995,17.580000000000002,12.14092,84.85,46.39999999999999,0.0,31.14,1.4,279.43999999999994,Regular,Buena,Buena,Mala,Mala
33.760000000000005,17.98,10.33692,88.45,47.02,0.0,30.92,1.14,178.32,Regular,Buena,Buena,Mala,Mala
35.879999999999995,19.4,17.156040000000004,88.35,49.64,0.0,30.379999999999995,1.32,299.92,Regular,Buena,Buena,Mala,Mala
40.36,20.64,11.726,80.25,54.16,0.0,29.140000000000004,1.48,288.98,Regular,Buena,Buena,Mala,Mala
37.66,20.48,16.79524,61.6,58.14,0.0,28.04,1.3199999999999998,290.43999999999994,Regular,Buena,Buena,Regular,Regular
38.400000000000006,21.16,26.03172,55.0,61.25999999999999,0.0,27.54,1.08,175.52,Regular,Buena,Buena,Regular,Regular
41.25999999999999,21.06,27.00588,48.25,63.42,0.0,27.06,1.16,329.92,Regular,Buena,Buena,Buena,Regular
39.540000000000006,20.68,27.56512,30.75,67.28,0.0,26.26,1.1,188.78,Regular,Buena,Buena,Buena,Regular
43.5,21.48,33.464200000000005,23.05,70.06,0.0,25.52,1.02,142.6,Regular,Buena,Buena,Buena,Regular
43.6,23.12,25.8874,13.65,72.4,0.0,24.96,0.8800000000000001,291.6,Regular,Buena,Buena,Buena,Regular
43.3,23.3,32.05708,4.5,73.08,0.0,24.76,0.8800000000000001,171.56,Regular,Buena,Buena,Buena,Regular
43.36,23.12,33.86108,12.75,73.44000000000001,0.0,24.5,1.04,187.96,Regular,Buena,Buena,Buena,Regular
44.98,23.1,8.73136,9.95,75.42000000000002,0.0,23.8,0.96,222.38,Regular,Buena,Buena,Buena,Regular
47.18,24.36,25.92348,11.6,75.94,0.0,23.58,0.8600000000000001,290.40000000000003,Regular,Buena,Buena,Buena,Regular
40.86,21.62,25.815240000000003,7.85,73.28,0.0,23.46,0.94,297.56,Regular,Buena,Buena,Buena,Regular
40.2,21.9,26.41056,3.2,74.9,0.0,23.06,0.92,254.02,Regular,Buena,Buena,Buena,Regular
47.82,23.26,23.95712,2.6,76.72,0.0,22.68,0.98,212.32,Regular,Buena,Buena,Buena,Regular
53.04,24.02,31.69628,7.850000000000001,63.46,0.0,25.28,1.02,230.1,Regular,Buena,Buena,Buena,Regular
55.32000000000001,25.28,27.47492,26.6,54.24,0.0,27.6,1.02,133.92000000000002,Regular,Regular,Buena,Buena,Regular
48.02,23.24,15.58656,68.44999999999999,46.2,0.0,29.58,0.86,133.14,Regular,Buena,Buena,Regular,Regular
39.4,20.32,12.37544,94.65,38.2,0.0,31.62,0.78,276.19999999999993,Regular,Buena,Buena,Mala,Mala
44.12,22.1,11.1848,122.2,36.96,0.0,32.56,1.14,324.38,Regular,Buena,Buena,Mala,Mala
41.0,20.26,14.17944,97.85,40.44,0.0,32.02,0.9600000000000002,312.86,Regular,Buena,Buena,Mala,Mala
46.84,20.28,14.57632,86.85,40.42,0.0,31.86,0.86,291.64,Regular,Buena,Buena,Mala,Mala
40.96,19.520000000000003,13.24136,85.75,39.24,0.0,32.26,1.2600000000000002,234.4,Regular,Buena,Buena,Mala,Mala
42.96,22.8,14.6124,94.55,40.52,0.0,31.8,0.82,313.62,Regular,Buena,Buena,Mala,Mala
46.52,25.76,14.2516,102.4,42.82,0.0,31.18,1.3,232.7,Regular,Buena,Buena,Mala,Mala
48.58,26.22,14.089239999999998,91.1,47.58,0.0,29.9,1.1,235.1,Regular,Buena,Buena,Mala,Mala
55.2,31.200000000000006,15.785000000000002,73.8,52.9,0.0,28.58,1.7,219.26,Regular,Regular,Buena,Mala,Mala
53.24,29.96,20.31304,63.1,54.42,0.0,28.18,1.92,214.96,Regular,Buena,Buena,Regular,Regular
56.84,26.72,23.12728,54.900000000000006,55.5,0.0,27.879999999999995,1.7599999999999998,168.36,Regular,Regular,Buena,Regular,Regular
56.9,27.18,23.1814,30.95,59.760000000000005,0.0,27.16,2.0,153.84,Regular,Regular,Buena,Buena,Regular
61.42,28.5,25.18384,31.05,62.080000000000005,0.0,26.58,2.18,151.53999999999996,Regular,Regular,Buena,Buena,Regular
59.52,29.68,29.5856,22.9,64.2,0.0,26.2,1.98,176.8,Regular,Regular,Buena,Buena,Regular
52.2,27.94,34.25796,14.65,66.24,0.0,25.68,2.0,200.66,Regular,Buena,Buena,Buena,Regular
51.4,27.920000000000005,33.482240000000004,15.35,68.9,0.0,24.94,1.7999999999999996,168.38000000000002,Regular,Buena,Buena,Buena,Regular
43.74,25.200000000000003,34.74504,29.9,70.28,0.0,24.42,1.98,176.72,Regular,Buena,Buena,Buena,Regular
40.52,23.82,20.421280000000003,28.25,70.6,0.0,23.96,1.62,151.8,Regular,Buena,Buena,Buena,Regular
44.64,25.8,38.35304,17.25,72.34,0.0,23.719999999999995,1.8400000000000003,187.14,Regular,Buena,Buena,Buena,Regular
46.7,27.160000000000004,32.32768,11.500000000000002,74.35999999999999,0.0,23.2,1.7399999999999998,164.67999999999998,Regular,Buena,Buena,Buena,Regular
58.9,29.879999999999995,25.003440000000005,2.25,76.25999999999999,0.0,22.94,1.38,153.02,Regular,Regular,Buena,Buena,Regular
80.16,34.260000000000005,28.3228,8.649999999999999,69.67999999999999,0.0,24.5,1.7,185.0,Regular,Regular,Buena,Buena,Regular
72.94,31.44,24.624600000000004,41.8,57.25999999999999,0.0,27.1,1.7200000000000002,176.6,Regular,Regular,Buena,Buena,Regular
51.96,26.58,15.92932,80.4,46.56,0.0,29.6,1.5800000000000003,149.0,Regular,Buena,Buena,Mala,Mala
46.8,25.74,11.8162,115.7,40.84,0.0,31.360000000000003,1.6800000000000002,184.12,Regular,Buena,Buena,Mala,Mala
49.74,24.94,11.25696,139.65,37.040000000000006,0.0,32.6,1.7000000000000004,194.78000000000003,Regular,Buena,Buena,Mala,Mala
43.86,21.660000000000004,12.19504,91.95,39.58,0.0,32.1,1.78,209.52,Regular,Buena,Buena,Mala,Mala
45.28,20.64,8.87568,85.35,38.760000000000005,0.0,32.2,2.0,220.28000000000003,Regular,Buena,Buena,Mala,Mala
42.0,21.76,10.39104,85.75,37.62,0.0,32.46,1.82,239.64,Regular,Buena,Buena,Mala,Mala
42.88000000000001,21.66,10.62556,91.45000000000002,38.7,0.0,32.08,1.9200000000000004,166.88000000000002,Regular,Buena,Buena,Mala,Mala
45.56,24.96,12.23112,99.8,41.42,0.0,31.120000000000005,1.9200000000000004,179.74,Regular,Buena,Buena,Mala,Mala
51.16,27.18,13.06096,98.0,45.16,0.0,29.98,1.8400000000000003,191.56,Regular,Buena,Buena,Mala,Mala
58.54,31.440000000000005,17.42664,79.15,48.88,0.0,29.14,2.3,191.82,Regular,Regular,Buena,Mala,Mala
58.74,30.4,17.444679999999998,66.0,51.11999999999999,0.0,28.72,2.46,191.8,Regular,Regular,Buena,Regular,Regular
52.98,26.6,19.194560000000003,58.75,52.11999999999999,0.0,28.22000000000001,2.12,192.6,Regular,Buena,Buena,Regular,Regular
36.58,21.360000000000003,23.19944,59.45,53.98,0.0,27.379999999999995,1.88,198.9,Regular,Buena,Buena,Regular,Regular
35.5,22.66,23.79476,72.4,67.44,0.02,25.12,1.94,218.0,Regular,Buena,Buena,Mala,Mala
31.98,22.62,21.81036,65.75,69.88,0.0,24.54,1.7800000000000005,211.76,Regular,Buena,Buena,Regular,Regular
30.96,21.82,21.1068,62.75,71.22,0.0,24.4,1.88,200.5,Regular,Buena,Buena,Regular,Regular
35.38,24.3,26.158,58.1,73.24000000000001,0.0,24.18,1.5799999999999998,206.2,Regular,Buena,Buena,Regular,Regular
40.64,27.1,22.67628,45.45,75.58,0.0,23.880000000000003,1.4200000000000002,202.4,Regular,Buena,Buena,Buena,Regular
40.44,26.559999999999995,24.4442,52.5,76.38,0.0,23.480000000000004,1.32,209.32,Regular,Buena,Buena,Buena,Regular
37.08,24.640000000000004,20.746,38.25,77.28,0.0,23.48,1.14,222.22,Regular,Buena,Buena,Buena,Regular
39.260000000000005,25.74,12.48368,11.4,82.08,0.0,22.88,1.02,227.96000000000004,Regular,Buena,Buena,Buena,Regular
45.78,27.36,18.65336,3.5,80.55999999999999,0.0,22.9,1.34,167.16,Regular,Buena,Buena,Buena,Regular
50.08,28.44,25.14776,10.7,71.8,0.0,24.9,1.26,196.04,Regular,Buena,Buena,Buena,Regular
50.24,28.02,25.5266,45.05,60.8,0.0,27.24,1.22,255.88,Regular,Buena,Buena,Buena,Regular
45.22,25.76,20.45736,82.9,51.58,0.0,28.860000000000003,1.16,275.36,Regular,Buena,Buena,Mala,Mala
45.02,27.24,14.359840000000002,112.95,44.32,0.0,30.74,1.1800000000000002,279.56000000000006,Regular,Buena,Buena,Mala,Mala
47.42,28.68,18.34668,116.2,46.84,0.0,30.940000000000005,1.4200000000000002,275.5400000000001,Regular,Buena,Buena,Mala,Mala
42.68,27.12,18.328640000000004,96.95,49.84,0.0,30.640000000000004,1.16,280.90000000000003,Regular,Buena,Buena,Mala,Mala
40.56,25.3,15.04536,85.05,51.85999999999999,0.0,29.96,1.48,297.12,Regular,Buena,Buena,Mala,Mala
41.04,24.16,14.68456,86.30000000000001,49.36,0.0,30.22000000000001,1.4600000000000002,301.52000000000004,Regular,Buena,Buena,Mala,Mala
41.04,23.86,16.903480000000002,85.9,53.21999999999999,0.0,29.56,1.2400000000000002,302.02,Regular,Buena,Buena,Mala,Mala
45.56000000000001,24.46,18.72552,84.6,55.84,0.0,28.74,1.38,283.62,Regular,Buena,Buena,Mala,Mala
46.21999999999999,24.34,24.51636,82.0,57.7,0.0,28.0,1.4400000000000002,287.78,Regular,Buena,Buena,Mala,Mala
48.6,25.380000000000003,21.68408,71.5,61.58,0.0,27.140000000000004,1.42,254.82,Regular,Buena,Buena,Mala,Mala
49.96,26.6,22.730400000000003,58.25,63.96,0.0,26.56,1.4400000000000002,319.66,Regular,Buena,Buena,Regular,Regular
56.9,27.779999999999998,19.032200000000003,41.6,66.56,0.0,26.06,1.3,267.42,Regular,Regular,Buena,Buena,Regular
56.92,29.42,24.426160000000003,33.5,69.38000000000001,0.0,25.48,1.38,295.43999999999994,Regular,Regular,Buena,Buena,Regular
56.34,29.72,22.31548,61.400000000000006,69.6,0.0,25.46,1.1,306.22,Regular,Regular,Buena,Regular,Regular
67.69999999999999,35.02,29.206760000000006,17.349999999999998,71.11999999999999,0.0,25.18,0.98,308.46,Regular,Regular,Buena,Buena,Regular
60.86,33.02,23.8128,26.85,72.1,0.0,25.0,1.04,323.26000000000005,Regular,Regular,Buena,Buena,Regular
42.5,26.78,22.83864,49.25,80.08000000000001,7.540000000000001,23.76,1.16,318.1,Regular,Buena,Buena,Buena,Regular
31.94,23.04,9.70552,48.45,90.84,3.78,22.22,1.46,279.28000000000003,Regular,Buena,Buena,Buena,Regular
32.480000000000004,21.96,11.32912,28.8,88.42,0.4600000000000001,22.46,1.48,289.3,Regular,Buena,Buena,Buena,Regular
31.96,22.62,10.62556,25.8,89.85999999999999,0.04,22.24,1.6800000000000002,286.0,Regular,Buena,Buena,Buena,Regular
29.04,20.2,11.40128,6.800000000000001,89.38,0.0,21.92,1.5399999999999998,286.8,Regular,Buena,Buena,Buena,Regular
35.11999999999999,22.9,14.41396,3.8,88.61999999999999,0.0,21.82,1.4,286.78,Regular,Buena,Buena,Buena,Regular
47.28,28.46,21.034640000000003,13.15,79.74,0.0,23.64,1.36,283.46,Regular,Buena,Buena,Buena,Regular
48.48,27.84,24.28184,28.0,70.06,0.0,25.9,1.34,281.24,Regular,Buena,Buena,Buena,Regular
51.78,30.98,24.805000000000003,65.0,62.92,0.0,27.44,1.28,285.32,Regular,Buena,Buena,Regular,Regular
50.63999999999999,30.22,16.8674,98.15,53.5,0.0,29.62,1.4,294.34,Regular,Buena,Buena,Mala,Mala
47.98,28.28,19.69968,106.65,49.44,0.0,30.84,1.12,283.94,Regular,Buena,Buena,Mala,Mala
47.58,25.96,18.942,83.2,55.67999999999999,0.0,29.24,1.08,286.64,Regular,Buena,Buena,Mala,Mala
41.46,23.1,17.3184,75.6,53.84,0.0,29.540000000000003,1.0,260.5,Regular,Buena,Buena,Mala,Mala
39.2,21.68,17.93176,79.5,50.92,0.0,29.980000000000008,1.06,201.46,Regular,Buena,Buena,Mala,Mala
38.18,21.22,9.922,81.65,48.74,0.0,30.279999999999998,0.94,206.36,Regular,Buena,Buena,Mala,Mala
35.120000000000005,20.56,17.42664,77.0,50.0,0.0,29.72000000000001,1.1,329.28,Regular,Buena,Buena,Mala,Mala
36.52,21.24,22.3696,73.4,55.2,0.0,28.4,0.94,287.2,Regular,Buena,Buena,Mala,Mala
40.46,22.440000000000005,19.14044,56.95,59.81999999999999,0.0,27.34,0.82,140.28,Regular,Buena,Buena,Regular,Regular
46.24,25.08,27.27648,44.3,62.96,0.0,26.8,0.8400000000000001,279.52,Regular,Buena,Buena,Buena,Regular
48.68,26.82,36.56708,32.15,65.56,0.0,26.420000000000005,1.0799999999999998,212.56,Regular,Buena,Buena,Buena,Regular
53.14000000000001,28.6,29.1346,26.1,68.16,0.0,25.9,1.2799999999999998,250.94,Regular,Buena,Buena,Buena,Regular
52.84,28.42,31.58804,5.9,70.82000000000001,0.0,25.32,1.2000000000000002,263.14,Regular,Buena,Buena,Buena,Regular
47.18,26.66,26.13996,20.0,72.13999999999999,0.0,24.84,1.6,246.94,Regular,Buena,Buena,Buena,Regular
43.6,25.22,33.39204,34.65,73.64000000000001,0.0,24.46,1.12,313.76000000000005,Regular,Buena,Buena,Buena,Regular
43.04,24.6,35.68312,41.8,72.75999999999999,0.0,24.54,1.5,325.54,Regular,Buena,Buena,Buena,Regular
46.14,27.08,29.513440000000003,36.5,74.8,0.0,24.4,1.36,260.12,Regular,Buena,Buena,Buena,Regular
46.78,27.4,30.54172,18.25,77.52000000000001,0.0,23.86,1.38,256.36,Regular,Buena,Buena,Buena,Regular
45.2,26.54,26.66312,13.35,79.24000000000001,0.0,23.28,1.4,257.28000000000003,Regular,Buena,Buena,Buena,Regular
47.760000000000005,28.1,27.18628,6.75,80.16,0.0,22.9,1.18,240.18,Regular,Buena,Buena,Buena,Regular
48.94,28.16,28.71968,4.3,79.24000000000001,0.0,22.84,1.2399999999999998,267.56000000000006,Regular,Buena,Buena,Buena,Regular
49.86,27.78,27.06,16.3,71.14,0.0,24.72,1.44,262.86,Regular,Buena,Buena,Buena,Regular
52.6,29.440000000000005,24.67872,33.25,62.67999999999999,0.0,26.72000000000001,1.44,256.94,Regular,Buena,Buena,Buena,Regular
45.94,27.28,21.05268,83.55,55.2,0.0,28.9,1.14,271.04,Regular,Buena,Buena,Mala,Mala
42.7,26.74,14.39592,102.45,45.44,0.0,30.940000000000005,1.3400000000000003,305.17999999999995,Regular,Buena,Buena,Mala,Mala
43.52,24.78,14.23356,85.95,52.760000000000005,0.0,30.24,1.0,320.8,Regular,Buena,Buena,Mala,Mala
41.74,25.0,21.08876,86.0,56.16,0.0,29.46,1.0399999999999998,197.38,Regular,Buena,Buena,Mala,Mala
40.36,24.860000000000003,17.66116,88.95,54.42,0.0,29.559999999999995,0.94,287.52,Regular,Buena,Buena,Mala,Mala
39.36,23.48,16.5066,84.2,51.8,0.0,29.72,0.8800000000000001,294.32000000000005,Regular,Buena,Buena,Mala,Mala
39.8,23.0,17.11996,84.7,51.24,0.0,29.78,1.1,279.9599999999999,Regular,Buena,Buena,Mala,Mala
37.64,22.38,17.11996,83.19999999999999,51.120000000000005,0.0,29.68,1.2600000000000002,270.94,Regular,Buena,Buena,Mala,Mala
36.5,21.360000000000003,24.967360000000006,74.8,56.14,0.0,28.3,0.94,254.2,Regular,Buena,Buena,Mala,Mala
40.620000000000005,22.76,25.14776,68.5,62.44,0.0,26.940000000000005,1.16,232.1,Regular,Buena,Buena,Regular,Regular
42.54,23.32,33.788920000000005,59.0,65.83999999999999,0.0,26.340000000000003,0.9200000000000002,226.02,Regular,Buena,Buena,Regular,Regular
41.98,23.5,28.575360000000003,53.49999999999999,68.67999999999999,0.0,25.940000000000005,1.08,280.62,Regular,Buena,Buena,Buena,Regular
49.72,25.06,27.06,41.75,70.97999999999999,0.0,25.56,1.14,280.58,Regular,Buena,Buena,Buena,Regular
45.86,24.26,24.101440000000004,39.3,71.42,0.0,25.4,1.2,280.98,Regular,Buena,Buena,Buena,Regular
40.66,23.380000000000003,23.1814,40.8,71.24,0.0,24.98,1.42,293.14,Regular,Buena,Buena,Buena,Regular
37.940000000000005,22.2,19.46516,43.7,72.38,0.0,24.68,1.04,293.22,Regular,Buena,Buena,Buena,Regular
38.260000000000005,22.7,20.60168,33.5,73.72,0.0,24.4,1.2,281.73999999999995,Regular,Buena,Buena,Buena,Regular
37.22,22.78,20.890320000000003,29.65,76.82000000000001,1.1800000000000002,23.9,1.2000000000000002,271.64,Regular,Buena,Buena,Buena,Regular
32.059999999999995,20.6,18.90592,44.3,84.7,5.0200000000000005,22.26,1.2,192.22,Regular,Buena,Buena,Buena,Regular
21.84,14.88,27.29452,40.7,89.58000000000001,1.54,21.58,1.0399999999999998,196.22,Regular,Buena,Buena,Buena,Regular
21.880000000000003,14.78,12.30328,20.75,88.32,0.0,21.7,0.8200000000000001,309.24,Regular,Buena,Buena,Buena,Regular
24.120000000000005,15.68,16.7772,8.0,88.89999999999999,0.0,21.74,0.8,269.36,Regular,Buena,Buena,Buena,Regular
33.220000000000006,18.7,17.78744,6.35,83.94,0.0,22.86,0.94,262.28000000000003,Regular,Buena,Buena,Buena,Regular
41.12,22.22,20.89032,15.6,78.88,0.0,24.14,1.02,273.38,Regular,Buena,Buena,Buena,Regular
44.2,24.24,26.2482,51.45,67.93999999999998,0.0,26.22000000000001,1.42,245.16000000000005,Regular,Buena,Buena,Buena,Regular
46.92,25.26,24.87716,74.4,61.86,0.0,27.42,1.42,231.14,Regular,Buena,Buena,Mala,Mala
43.28,22.98,22.62216,67.5,63.38,0.0,27.16,1.02,175.02000000000004,Regular,Buena,Buena,Regular,Regular
41.96,20.6,22.1892,60.4,64.7,0.0,26.7,0.8800000000000001,259.34000000000003,Regular,Buena,Buena,Regular,Regular
39.11999999999999,19.82,27.54708,61.1,63.92,0.0,26.8,0.94,241.18,Regular,Buena,Buena,Regular,Regular
39.98,20.28,24.570480000000003,58.65,65.29999999999998,0.0,26.5,0.98,313.4,Regular,Buena,Buena,Regular,Regular
39.22,21.2,16.9576,47.85,67.0,0.02,26.020000000000003,0.96,226.42,Regular,Buena,Buena,Buena,Regular
40.28,20.660000000000004,20.76404,45.7,69.46000000000001,0.12,25.66,1.06,216.58,Regular,Buena,Buena,Buena,Regular
31.56,18.200000000000003,19.483200000000004,27.1,79.88,0.0,24.08,1.1,118.8,Regular,Buena,Buena,Buena,Regular
34.68,18.78,21.07072,9.5,80.6,0.0,23.9,1.3,152.84,Regular,Buena,Buena,Buena,Regular
36.14,19.56,22.261360000000003,16.55,80.4,0.0,23.9,1.4600000000000002,154.88,Regular,Buena,Buena,Buena,Regular
35.84,18.48,24.55244,22.05,79.32,0.0,23.92,1.56,183.46,Regular,Buena,Buena,Buena,Regular
31.540000000000003,17.7,22.40568,33.1,79.62,0.0,23.78,1.5799999999999998,216.44,Regular,Buena,Buena,Buena,Regular
33.68000000000001,19.76,20.583640000000003,37.2,80.46,0.0,23.74,1.2799999999999998,216.62,Regular,Buena,Buena,Buena,Regular
33.28,19.8,16.687,42.64999999999999,81.29999999999998,0.0,23.48,1.6,195.38,Regular,Buena,Buena,Buena,Regular
32.14,19.62,19.374960000000005,41.25,80.94,0.0,23.28,1.66,221.14,Regular,Buena,Buena,Buena,Regular
30.8,19.360000000000003,19.05024,38.75,82.99999999999999,0.0,22.8,1.82,231.46,Regular,Buena,Buena,Buena,Regular
30.72000000000001,19.06,20.94444,25.200000000000003,84.17999999999999,0.0,22.46,2.16,206.2,Regular,Buena,Buena,Buena,Regular
32.480000000000004,19.44,19.176520000000004,16.6,84.97999999999999,0.0,22.120000000000005,1.98,209.34,Regular,Buena,Buena,Buena,Regular
30.880000000000003,18.82,16.09168,18.65,84.58,0.0,21.7,1.8200000000000005,210.16,Regular,Buena,Buena,Buena,Regular
31.1,18.06,17.949800000000003,13.75,82.2,0.0,21.44,1.88,210.76,Regular,Buena,Buena,Buena,Regular
34.48,18.08,20.31304,2.9500000000000006,79.7,0.0,21.44,1.78,154.36,Regular,Buena,Buena,Buena,Regular
44.12,20.78,21.44956,5.300000000000001,77.7,0.0,22.22,1.5400000000000005,226.84,Regular,Buena,Buena,Buena,Regular
47.54,21.94,31.60608,15.55,63.760000000000005,0.0,24.74,1.7600000000000005,210.3,Regular,Buena,Buena,Buena,Regular
42.82,21.1,27.02392,56.0,57.14,0.0,26.380000000000003,1.8,216.7,Regular,Buena,Buena,Regular,Regular
41.17999999999999,21.52,20.70992,87.35,48.16,0.0,28.64,1.64,159.32,Regular,Buena,Buena,Mala,Mala
40.67999999999999,20.04,16.867400000000004,99.35,47.7,0.0,29.380000000000003,1.8,171.9,Regular,Buena,Buena,Mala,Mala
34.96,18.02,19.97028,85.10000000000001,51.67999999999999,0.0,29.22,1.8,220.1,Regular,Buena,Buena,Mala,Mala
35.239999999999995,16.5,17.75136,75.8,53.02,0.0,29.14,1.7999999999999996,210.4,Regular,Buena,Buena,Mala,Mala
34.720000000000006,16.36,20.67384,74.1,59.04,0.0,27.78,1.7400000000000002,188.98,Regular,Buena,Buena,Mala,Mala
33.7,16.86,24.39008,74.25,59.04,0.0,27.82,1.7400000000000002,191.08,Regular,Buena,Buena,Mala,Mala
29.660000000000004,15.4,22.31548,71.0,59.080000000000005,0.0,27.62,1.5799999999999996,179.70000000000002,Regular,Buena,Buena,Mala,Mala
30.68,16.7,23.9932,59.1,65.53999999999999,0.0,26.140000000000004,1.6800000000000002,196.44,Regular,Buena,Buena,Regular,Regular
30.22000000000001,16.18,24.96736,47.650000000000006,71.6,0.0,25.080000000000005,1.78,198.6,Regular,Buena,Buena,Buena,Regular
28.72,15.7,24.19164,39.05,74.28,0.0,24.72,1.66,218.74,Regular,Buena,Buena,Buena,Regular
27.079999999999995,14.62,23.07316,37.25,74.68000000000002,0.0,24.64,1.86,217.54,Regular,Buena,Buena,Buena,Regular
28.04,14.98,15.297920000000005,40.8,76.32000000000001,0.0,24.42,2.28,208.06000000000003,Regular,Buena,Buena,Buena,Regular
27.06,15.14,14.45004,45.8,76.48000000000002,0.0,24.300000000000004,2.04,208.82,Regular,Buena,Buena,Buena,Regular
25.9,14.94,14.828880000000002,50.25,75.42,0.0,24.3,2.02,209.4,Regular,Buena,Buena,Buena,Regular
25.84,15.54,16.236,47.650000000000006,77.82000000000001,0.0,24.020000000000003,2.08,210.78000000000003,Regular,Buena,Buena,Buena,Regular
34.68,21.42,17.589,49.7,78.62,0.0,23.8,1.8200000000000005,211.86,Regular,Buena,Buena,Buena,Regular
30.46,18.76,15.2438,47.9,80.05999999999999,0.0,23.48,2.08,211.92,Regular,Buena,Buena,Buena,Regular
31.380000000000003,18.8,19.3028,25.8,81.64,0.0,23.04,1.7,203.08,Regular,Buena,Buena,Buena,Regular
30.96,17.94,12.70016,25.1,84.3,0.0,22.5,1.7399999999999998,200.08,Regular,Buena,Buena,Buena,Regular
21.440000000000005,13.2,10.823999999999998,43.9,82.38,0.02,22.2,1.6,218.28000000000003,Regular,Buena,Buena,Buena,Regular
24.86,14.86,12.37544,30.45,83.78,0.8800000000000001,21.96,1.5400000000000005,214.58,Regular,Buena,Buena,Buena,Regular
21.1,11.8,13.3496,37.650000000000006,86.0,0.9400000000000002,21.28,1.5799999999999998,230.28000000000003,Buena,Buena,Buena,Buena,Buena
23.34,13.580000000000002,12.03268,40.00000000000001,85.1,0.0,21.22,1.28,257.23999999999995,Regular,Buena,Buena,Buena,Regular
31.5,17.9,18.97808,47.9,83.9,0.0,21.44,1.3199999999999998,276.04,Regular,Buena,Buena,Buena,Regular
36.76,19.880000000000003,10.98636,45.7,83.52000000000001,0.0,21.78,1.5399999999999998,289.72,Regular,Buena,Buena,Buena,Regular
38.0,20.78,19.844,77.35,67.58000000000001,0.0,25.160000000000004,1.48,282.48,Regular,Buena,Buena,Mala,Mala
33.0,19.72,17.75136,93.2,54.66,0.0,27.599999999999994,1.4600000000000002,284.86,Regular,Buena,Buena,Mala,Mala
27.92,16.48,11.473440000000002,82.45,49.78,0.0,28.700000000000006,1.2599999999999998,285.54,Regular,Buena,Buena,Mala,Mala
26.74,15.24,11.6358,73.9,48.72,0.0,29.100000000000005,1.36,298.68,Regular,Buena,Buena,Mala,Mala
28.74,15.48,14.10728,65.9,53.7,0.0,28.1,1.48,299.82000000000005,Regular,Buena,Buena,Regular,Regular
29.32,15.98,23.23552,63.75,56.52,0.0,27.46,1.3,285.42,Regular,Buena,Buena,Regular,Regular
29.94,17.080000000000002,23.650440000000003,56.75,63.38,0.0,25.94,1.2399999999999998,285.58000000000004,Regular,Buena,Buena,Regular,Regular
32.94,18.5,22.24332,40.5,69.74000000000001,0.0,24.76,1.1800000000000002,284.12,Regular,Buena,Buena,Buena,Regular
39.0,19.8,22.98296,22.55,71.75999999999999,0.0,24.26,1.3199999999999998,296.04,Regular,Buena,Buena,Buena,Regular
40.99999999999999,19.3,25.23796,13.65,73.17999999999999,0.0,23.64,1.3,288.08000000000004,Regular,Buena,Buena,Buena,Regular
42.03999999999999,20.14,22.13508,3.15,74.24,0.0,23.28,1.26,288.64,Regular,Buena,Buena,Buena,Regular
39.28,19.32,23.88496,2.45,74.05999999999999,0.0,23.2,1.2000000000000002,285.98,Regular,Buena,Buena,Buena,Regular
41.86,21.5,21.99076,1.1,76.17999999999999,0.0,23.020000000000003,1.4600000000000002,288.36,Regular,Buena,Buena,Buena,Regular
43.18,23.820000000000004,22.24332,7.55,75.20000000000002,0.0,22.92,1.1,291.12,Regular,Buena,Buena,Buena,Regular
35.3,19.82,22.892760000000003,2.6,77.96,0.0,22.24,1.16,290.14,Regular,Buena,Buena,Buena,Regular
33.82,19.12,21.197000000000003,5.65,79.38,0.0,21.68,0.96,290.02,Regular,Buena,Buena,Buena,Regular
