Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,ICA_PM10,ICA_PM2.5,ICA_NO2,Calidad_Aire
28.1,65.8,3.1,8.6,14.6,5.2,0.86,7.962962962962963,12.916666666666668,13.773584905660377,Excelente
27.4,61.2,24.3,32.1,23.8,4.8,0.98,29.722222222222225,76.65665236051503,22.452830188679247,Buena
21.9,60.3,0.0,3.1,20.0,3.0,0.92,2.8703703703703707,0.0,18.867924528301888,Excelente
21.8,70.4,16.5,22.3,24.1,1.9,0.94,20.64814814814815,60.25321888412017,22.735849056603776,Buena
40.0,84.4,47.0,59.3,22.4,3.1,1.51,53.12828282828283,129.31658291457288,21.132075471698112,Regular
19.8,75.8,1.5,6.7,28.9,10.9,0.94,6.203703703703704,6.25,27.264150943396224,Excelente
29.3,64.2,18.7,27.4,32.1,10.8,1.52,25.37037037037037,64.87982832618026,30.28301886792453,Buena
29.8,67.7,3.6,12.7,17.0,6.8,1.01,11.75925925925926,15.000000000000002,16.037735849056602,Excelente
25.5,63.0,29.1,38.7,28.8,4.7,1.32,35.833333333333336,86.7510729613734,27.169811320754718,Buena
38.2,54.8,43.9,53.5,21.1,9.0,1.47,49.53703703703704,121.68341708542714,19.905660377358494,Regular
47.3,75.6,75.8,92.0,36.3,17.4,1.76,69.31313131313132,161.48155953635404,34.24528301886792,Mala
29.4,64.5,0.7,4.7,16.4,4.7,1.1,4.351851851851852,2.9166666666666665,15.471698113207546,Excelente
47.2,76.9,1.5,27.0,34.4,20.2,2.45,25.0,6.25,32.45283018867924,Excelente
29.6,73.6,2.3,8.1,26.0,0.2,1.12,7.5,9.583333333333334,24.528301886792452,Excelente
28.4,71.7,13.3,15.0,16.8,8.2,1.11,13.88888888888889,53.52360515021459,15.849056603773585,Buena
33.2,84.3,106.5,127.3,34.7,11.8,2.29,86.78484848484848,177.33298208640673,32.735849056603776,Mala
26.3,49.6,6.0,8.9,24.2,9.8,1.06,8.24074074074074,25.0,22.830188679245282,Excelente
30.7,102.0,7.9,26.1,41.6,26.1,2.31,24.166666666666668,32.91666666666667,39.24528301886792,Excelente
27.5,85.0,57.1,72.3,33.7,9.6,1.86,59.56262626262626,151.82613277133825,31.792452830188683,Mala
21.0,94.7,7.6,16.7,35.6,9.9,1.7,15.462962962962962,31.666666666666668,33.58490566037736,Excelente
34.5,60.8,37.1,47.4,28.7,9.1,2.04,43.888888888888886,104.93969849246231,27.07547169811321,Regular
33.7,83.2,1.6,25.2,34.3,12.0,2.59,23.333333333333332,6.666666666666668,32.35849056603773,Excelente
36.4,58.0,18.3,23.6,30.5,13.7,1.49,21.851851851851855,64.03862660944206,28.77358490566038,Buena
33.5,44.8,36.7,44.4,21.0,9.7,1.23,41.11111111111111,103.95477386934674,19.81132075471698,Regular
34.9,66.8,8.4,20.7,32.8,11.8,1.21,19.166666666666668,35.00000000000001,30.943396226415093,Excelente
37.8,74.6,19.6,29.0,22.2,12.7,1.4,26.85185185185185,66.77253218884121,20.943396226415093,Buena
23.1,71.0,4.9,9.9,17.7,4.4,1.01,9.166666666666668,20.416666666666668,16.69811320754717,Excelente
29.0,39.7,8.9,16.2,26.2,4.2,0.97,15.0,37.083333333333336,24.71698113207547,Excelente
24.4,63.7,31.1,34.2,16.4,-0.2,0.99,31.666666666666668,90.95708154506438,15.471698113207546,Buena
25.8,78.2,14.0,20.2,23.3,6.6,1.01,18.703703703703702,54.99570815450644,21.9811320754717,Buena
26.2,64.3,16.2,19.4,18.5,9.0,1.08,17.962962962962962,59.622317596566525,17.452830188679247,Buena
31.5,61.9,105.9,105.0,22.4,4.8,1.16,75.74747474747474,177.0231822971549,21.132075471698112,Mala
24.4,44.8,4.1,7.4,23.7,4.0,0.91,6.851851851851852,17.083333333333332,22.358490566037734,Excelente
31.4,79.4,55.7,62.7,24.1,11.5,1.46,54.81111111111111,151.10326659641728,22.735849056603776,Mala
26.7,72.4,4.2,16.3,18.9,11.7,1.45,15.092592592592593,17.500000000000004,17.830188679245282,Excelente
29.7,54.0,0.2,7.6,15.6,4.4,0.93,7.037037037037036,0.8333333333333335,14.716981132075471,Excelente
23.6,47.8,3.8,6.4,14.0,3.3,1.09,5.9259259259259265,15.833333333333334,13.20754716981132,Excelente
32.2,62.7,1.5,7.6,19.7,4.3,0.95,7.037037037037036,6.25,18.58490566037736,Excelente
24.9,66.8,7.0,11.8,24.5,8.9,0.93,10.925925925925927,29.166666666666668,23.11320754716981,Excelente
42.8,78.6,31.8,44.5,32.4,26.0,1.98,41.2037037037037,92.42918454935624,30.566037735849054,Buena
32.4,56.0,3.3,15.6,28.8,6.5,1.49,14.444444444444445,13.75,27.169811320754718,Excelente
33.3,64.4,17.0,33.1,25.1,10.6,1.39,30.64814814814815,61.30472103004292,23.67924528301887,Buena
27.5,55.4,32.5,47.0,22.1,12.7,1.66,43.51851851851852,93.90128755364807,20.849056603773587,Buena
34.1,67.9,40.1,47.1,34.6,1.0,1.72,43.611111111111114,112.32663316582915,32.64150943396226,Regular
39.4,109.1,34.9,56.8,36.1,3.1,2.02,51.89090909090909,98.94849785407726,34.05660377358491,Buena
32.7,62.6,50.5,66.6,31.5,9.2,1.26,56.74141414141414,137.93467336683418,29.71698113207547,Regular
36.3,84.9,5.3,14.1,33.0,16.5,1.9,13.055555555555555,22.083333333333336,31.132075471698112,Excelente
36.3,70.0,58.7,71.9,42.1,12.1,2.37,59.36464646464647,152.6522655426765,39.716981132075475,Mala
24.2,68.2,2.0,6.3,20.3,8.2,1.04,5.833333333333333,8.333333333333334,19.150943396226417,Excelente
36.4,82.7,19.7,36.6,39.2,15.9,1.72,33.88888888888889,66.98283261802575,36.9811320754717,Buena
24.6,58.0,7.5,19.0,25.7,3.4,1.57,17.59259259259259,31.250000000000004,24.245283018867923,Excelente
33.4,80.2,10.3,32.4,40.3,12.9,1.36,30.0,42.91666666666667,38.0188679245283,Excelente
28.6,83.7,2.5,9.1,24.5,17.5,1.38,8.425925925925926,10.416666666666668,23.11320754716981,Excelente
18.8,46.7,0.6,5.5,13.4,7.0,1.01,5.092592592592593,2.5,12.641509433962264,Excelente
34.6,75.7,3.7,27.7,32.2,3.9,1.91,25.64814814814815,15.416666666666668,30.377358490566042,Excelente
24.1,60.2,6.3,12.2,30.8,17.6,1.44,11.296296296296296,26.25,29.056603773584907,Excelente
33.6,57.0,3.4,8.2,17.6,3.5,1.12,7.592592592592592,14.166666666666668,16.60377358490566,Excelente
42.7,70.1,123.7,128.1,28.7,2.4,1.89,87.18080808080808,186.21390937829295,27.07547169811321,Mala
34.4,75.8,7.2,22.6,35.5,12.0,1.42,20.925925925925927,30.000000000000004,33.49056603773585,Excelente
26.7,61.9,11.8,16.3,13.0,6.3,0.85,15.092592592592593,49.16666666666667,12.264150943396226,Excelente
32.7,79.1,17.2,29.7,23.9,17.0,1.25,27.5,61.72532188841202,22.547169811320753,Buena
31.8,86.3,2.6,14.8,38.6,17.7,2.07,13.703703703703704,10.833333333333334,36.41509433962264,Excelente
24.1,52.5,8.2,9.5,22.3,3.5,0.82,8.796296296296296,34.166666666666664,21.037735849056606,Excelente
25.2,88.9,22.3,44.2,34.1,17.5,2.33,40.92592592592593,72.45064377682404,32.16981132075472,Buena
43.0,96.5,14.6,38.1,39.7,17.3,2.17,35.27777777777778,56.257510729613735,37.45283018867925,Buena
39.9,112.1,37.2,54.7,50.8,21.8,2.58,,105.18592964824121,47.92452830188679,Desconocido
28.6,91.5,61.2,82.7,39.5,7.5,1.97,64.71010101010101,153.94309799789252,37.264150943396224,Mala
30.1,89.5,26.2,38.9,45.4,19.1,2.18,36.01851851851852,80.65236051502146,42.83018867924528,Buena
33.7,72.5,6.9,22.6,22.8,16.2,1.48,20.925925925925927,28.750000000000004,21.50943396226415,Excelente
30.4,72.9,10.9,25.7,29.3,8.9,1.58,23.796296296296294,45.41666666666667,27.641509433962266,Excelente
29.5,62.3,3.4,12.5,17.9,6.7,1.05,11.574074074074074,14.166666666666668,16.88679245283019,Excelente
28.4,45.1,9.7,15.9,23.0,6.5,0.99,14.722222222222223,40.416666666666664,21.69811320754717,Excelente
44.6,94.9,78.9,98.3,40.6,23.9,2.44,72.43131313131313,163.08219178082192,38.301886792452834,Mala
30.0,85.3,9.2,18.2,25.8,5.2,1.42,16.85185185185185,38.333333333333336,24.339622641509436,Excelente
24.7,68.9,4.2,11.1,14.8,2.4,1.06,10.277777777777777,17.500000000000004,13.962264150943398,Excelente
28.6,71.9,4.1,17.7,44.3,4.1,1.48,16.38888888888889,17.083333333333332,41.79245283018868,Excelente
32.3,87.0,54.7,69.9,56.1,26.6,2.5,58.37474747474748,148.27638190954775,53.23695652173913,Regular
23.5,76.1,0.2,7.4,26.9,3.4,0.9,6.851851851851852,0.8333333333333335,25.377358490566035,Excelente
38.0,70.6,100.0,117.5,32.4,7.0,2.4,81.93434343434343,173.9768177028451,30.566037735849054,Mala
31.8,67.3,17.7,23.4,22.1,9.6,2.49,21.666666666666664,62.776824034334766,20.849056603773587,Buena
24.2,41.4,22.6,31.1,24.7,3.7,1.05,28.796296296296298,73.08154506437769,23.30188679245283,Buena
21.6,77.6,5.0,10.6,17.6,2.5,0.94,9.814814814814815,20.833333333333336,16.60377358490566,Excelente
29.3,77.1,14.5,19.8,14.0,2.9,1.07,18.333333333333336,56.047210300429185,13.20754716981132,Buena
29.2,77.9,12.9,21.4,24.7,12.6,1.39,19.814814814814813,52.682403433476395,23.30188679245283,Buena
26.1,38.4,0.4,5.4,20.9,3.1,1.12,5.0,1.666666666666667,19.71698113207547,Excelente
31.2,53.7,29.4,43.3,29.6,15.4,1.44,40.09259259259259,87.38197424892704,27.924528301886795,Buena
33.7,88.9,10.2,19.0,23.8,-0.3,1.7,17.59259259259259,42.5,22.452830188679247,Excelente
35.5,109.1,77.1,94.8,34.2,21.5,2.42,70.6989898989899,162.15279241306638,32.26415094339623,Mala
22.9,74.4,0.0,1.9,15.7,3.7,0.9,1.759259259259259,0.0,14.81132075471698,Excelente
33.8,88.3,7.6,13.1,26.7,5.6,1.44,12.12962962962963,31.666666666666668,25.18867924528302,Excelente
33.4,98.5,42.7,57.5,47.9,14.3,2.66,52.23737373737374,118.72864321608041,45.18867924528302,Regular
35.8,65.9,58.2,83.7,40.2,13.8,2.09,65.20505050505051,152.3940990516333,37.924528301886795,Mala
37.0,71.8,23.2,38.6,35.4,22.9,1.82,35.74074074074074,74.34334763948499,33.39622641509434,Buena
22.8,60.1,11.1,14.9,14.8,3.2,1.11,13.796296296296296,46.25,13.962264150943398,Excelente
51.3,58.0,31.2,48.3,34.3,11.5,3.32,44.72222222222222,91.16738197424894,32.35849056603773,Buena
32.5,55.8,1.0,13.5,34.3,9.7,1.84,12.5,4.166666666666667,32.35849056603773,Excelente
29.2,65.3,30.6,34.2,22.6,6.0,1.11,31.666666666666668,89.90557939914163,21.320754716981135,Buena
31.2,76.6,23.0,36.0,23.4,12.5,1.39,33.333333333333336,73.92274678111588,22.075471698113205,Buena
37.2,65.7,1.8,20.4,45.2,14.6,1.45,18.88888888888889,7.500000000000001,42.64150943396227,Excelente
27.6,89.6,14.9,33.8,24.3,8.7,1.53,31.296296296296294,56.88841201716738,22.924528301886795,Buena
26.8,58.5,39.0,46.5,27.4,8.6,1.59,43.05555555555556,109.61809045226131,25.849056603773583,Regular
38.3,103.6,12.4,27.7,25.4,11.0,1.87,25.64814814814815,51.63090128755365,23.962264150943394,Buena
25.2,61.7,27.9,33.6,12.7,5.5,1.08,31.111111111111114,84.2274678111588,11.981132075471697,Buena
21.7,74.1,57.2,74.9,20.9,7.1,1.63,60.849494949494954,151.87776606954688,19.71698113207547,Mala
24.6,42.6,12.0,15.2,17.2,5.6,1.2,14.074074074074073,50.0,16.22641509433962,Excelente
35.1,78.2,14.0,32.1,28.3,3.0,1.98,29.722222222222225,54.99570815450644,26.69811320754717,Buena
22.3,41.6,11.6,16.2,15.3,2.1,1.04,15.0,48.333333333333336,14.433962264150944,Excelente
30.6,76.2,1.5,15.1,32.6,29.2,1.87,13.981481481481481,6.25,30.754716981132077,Excelente
23.8,65.2,9.9,14.2,14.6,4.9,0.97,13.148148148148147,41.25000000000001,13.773584905660377,Excelente
35.5,71.8,7.4,27.5,33.8,22.6,1.91,25.462962962962962,30.833333333333336,31.886792452830186,Excelente
27.4,69.9,5.9,9.5,25.2,5.7,0.89,8.796296296296296,24.583333333333336,23.77358490566038,Excelente
34.3,84.1,12.2,21.4,17.4,13.6,1.29,19.814814814814813,51.21030042918455,16.41509433962264,Buena
37.0,80.1,35.2,49.4,41.1,21.2,1.84,45.74074074074074,99.57939914163092,38.77358490566038,Buena
37.2,94.4,20.8,37.1,29.5,10.8,1.66,34.351851851851855,69.2961373390558,27.830188679245282,Buena
20.0,61.2,11.1,17.2,24.2,2.6,1.08,15.925925925925926,46.25,22.830188679245282,Excelente
24.6,62.9,0.6,2.6,29.2,4.8,0.99,2.4074074074074074,2.5,27.547169811320753,Excelente
23.9,42.1,19.2,25.4,16.8,5.2,1.12,23.51851851851852,65.93133047210301,15.849056603773585,Buena
41.0,60.7,26.9,56.7,38.4,13.0,2.25,51.84141414141414,82.12446351931331,36.22641509433962,Buena
22.3,82.6,36.7,44.8,31.4,6.5,1.56,41.48148148148148,103.95477386934674,29.62264150943396,Regular
40.0,90.4,5.4,24.6,36.4,15.3,1.85,22.77777777777778,22.500000000000004,34.339622641509436,Excelente
28.0,45.2,7.3,9.7,24.1,2.2,1.13,8.981481481481481,30.416666666666668,22.735849056603776,Excelente
36.5,62.0,42.7,54.8,25.3,21.7,2.48,,118.72864321608041,23.867924528301888,Desconocido
31.3,56.1,2.3,11.6,21.1,9.0,1.41,10.74074074074074,9.583333333333334,19.905660377358494,Excelente
30.0,67.1,2.2,7.8,39.2,17.0,2.0,7.222222222222222,9.166666666666668,36.9811320754717,Excelente
27.4,77.3,0.7,12.2,25.3,5.3,1.57,11.296296296296296,2.9166666666666665,23.867924528301888,Excelente
31.6,81.1,18.7,30.0,31.6,12.3,1.45,27.77777777777778,64.87982832618026,29.811320754716984,Buena
25.7,71.4,13.9,18.5,22.2,6.4,1.41,17.12962962962963,54.78540772532189,20.943396226415093,Buena
22.3,49.8,14.4,18.5,16.5,4.3,1.1,17.12962962962963,55.836909871244636,15.566037735849056,Buena
22.7,73.0,33.6,38.6,30.8,14.2,1.72,35.74074074074074,96.21459227467813,29.056603773584907,Buena
48.9,62.0,12.2,35.7,45.4,22.7,2.27,33.05555555555556,51.21030042918455,42.83018867924528,Buena
37.9,71.0,5.6,21.0,49.8,34.5,3.0,19.444444444444443,23.333333333333332,46.9811320754717,Excelente
28.1,64.0,11.7,13.8,15.4,3.4,0.93,12.777777777777779,48.75,14.528301886792454,Excelente
23.5,74.5,1.7,5.9,25.3,4.9,1.01,5.462962962962964,7.083333333333334,23.867924528301888,Excelente
30.7,66.4,16.6,24.4,23.3,9.5,1.53,22.59259259259259,60.46351931330473,21.9811320754717,Buena
30.4,90.1,4.9,20.7,45.0,23.5,2.29,19.166666666666668,20.416666666666668,42.45283018867924,Excelente
38.0,77.7,49.8,65.9,42.7,17.2,2.02,56.3949494949495,136.2110552763819,40.28301886792453,Regular
34.1,74.6,27.0,47.6,22.4,27.2,2.57,44.074074074074076,82.33476394849785,21.132075471698112,Buena
32.0,75.0,2.5,12.8,32.3,4.3,1.39,11.851851851851853,10.416666666666668,30.471698113207545,Excelente
31.5,72.2,31.2,62.0,32.2,16.1,2.7,54.464646464646464,91.16738197424894,30.377358490566042,Buena
32.0,84.4,30.3,39.1,40.4,21.2,1.99,36.2037037037037,89.274678111588,38.11320754716981,Buena
27.3,61.6,0.6,2.3,14.0,4.2,0.87,2.1296296296296293,2.5,13.20754716981132,Excelente
27.7,69.4,0.8,8.4,14.3,4.1,0.86,7.777777777777779,3.333333333333334,13.49056603773585,Excelente
24.0,65.5,3.6,9.1,25.2,6.7,0.97,8.425925925925926,15.000000000000002,23.77358490566038,Excelente
28.7,75.2,3.4,7.9,23.3,5.0,0.83,7.314814814814815,14.166666666666668,21.9811320754717,Excelente
25.3,47.1,23.5,28.9,12.5,5.9,1.19,26.75925925925926,74.97424892703863,11.79245283018868,Buena
31.2,71.9,56.5,74.2,29.9,11.8,2.14,60.50303030303031,151.5163329820864,28.20754716981132,Mala
34.3,94.8,12.6,30.7,52.7,17.5,2.02,28.425925925925924,52.05150214592275,49.716981132075475,Buena
37.3,85.0,9.6,23.9,31.2,16.2,2.22,22.12962962962963,40.0,29.433962264150942,Excelente
32.4,76.4,22.2,30.0,23.0,10.2,1.47,27.77777777777778,72.24034334763948,21.69811320754717,Buena
21.6,50.3,3.0,6.7,22.7,3.3,1.0,6.203703703703704,12.5,21.41509433962264,Excelente
22.1,73.9,4.6,14.5,32.4,22.2,2.1,13.425925925925926,19.166666666666668,30.566037735849054,Excelente
23.3,80.6,8.6,11.2,17.2,6.7,1.02,10.37037037037037,35.833333333333336,16.22641509433962,Excelente
48.8,92.0,2.4,24.9,38.2,16.9,2.84,23.055555555555554,10.0,36.03773584905661,Excelente
26.4,52.2,18.0,25.6,22.8,5.9,1.12,23.703703703703706,63.407725321888414,21.50943396226415,Buena
28.7,41.0,5.9,10.7,19.7,8.0,1.01,9.907407407407407,24.583333333333336,18.58490566037736,Excelente
39.6,87.7,2.8,12.5,28.9,2.8,2.05,11.574074074074074,11.666666666666666,27.264150943396224,Excelente
30.3,88.4,34.6,49.5,25.8,22.5,1.48,45.833333333333336,98.3175965665236,24.339622641509436,Buena
28.3,59.6,26.3,36.6,17.7,9.4,1.45,33.88888888888889,80.86266094420601,16.69811320754717,Buena
29.7,88.0,3.9,13.9,36.8,10.3,1.7,12.87037037037037,16.25,34.71698113207547,Excelente
32.4,95.7,0.7,5.8,43.0,21.2,1.87,5.37037037037037,2.9166666666666665,40.56603773584906,Excelente
31.2,84.0,28.6,39.4,24.6,12.2,1.3,36.48148148148148,85.69957081545064,23.207547169811324,Buena
27.7,56.2,6.1,17.1,19.2,11.9,1.61,15.833333333333334,25.416666666666668,18.11320754716981,Excelente
23.1,58.3,3.2,7.3,12.9,5.9,1.03,6.7592592592592595,13.333333333333336,12.169811320754718,Excelente
18.0,52.5,5.3,11.4,16.8,3.4,0.9,10.555555555555555,22.083333333333336,15.849056603773585,Excelente
39.1,84.8,4.6,19.1,33.3,5.9,2.11,17.685185185185187,19.166666666666668,31.41509433962264,Excelente
25.6,79.9,2.3,5.6,22.3,7.1,0.87,5.185185185185185,9.583333333333334,21.037735849056606,Excelente
20.3,67.1,8.6,12.0,10.7,3.3,0.97,11.11111111111111,35.833333333333336,10.09433962264151,Excelente
39.2,84.3,80.5,107.9,32.5,24.6,2.37,77.18282828282828,163.90832455216017,30.660377358490567,Mala
20.3,77.6,12.1,19.5,18.0,6.1,0.89,18.055555555555557,51.0,16.9811320754717,Buena
32.2,69.4,1.5,14.1,24.3,12.5,1.89,13.055555555555555,6.25,22.924528301886795,Excelente
28.5,71.0,6.7,13.1,21.8,4.0,0.97,12.12962962962963,27.916666666666668,20.566037735849058,Excelente
25.4,76.7,10.3,19.4,22.7,10.5,1.19,17.962962962962962,42.91666666666667,21.41509433962264,Excelente
38.4,73.3,78.9,94.5,23.9,23.0,2.03,70.55050505050505,163.08219178082192,22.547169811320753,Mala
31.9,66.3,38.8,40.0,30.6,9.3,1.55,37.03703703703704,109.12562814070351,28.867924528301888,Regular
44.2,79.7,4.9,23.6,34.4,18.1,1.76,21.851851851851855,20.416666666666668,32.45283018867924,Excelente
44.4,70.0,7.1,19.5,23.3,11.6,1.71,18.055555555555557,29.583333333333336,21.9811320754717,Excelente
28.8,49.0,0.4,9.3,35.2,7.3,1.43,8.611111111111112,1.666666666666667,33.20754716981132,Excelente
53.1,57.3,72.3,84.6,45.0,6.4,1.95,65.65050505050505,159.67439409905163,42.45283018867924,Mala
32.4,57.8,18.0,29.1,26.1,9.8,1.71,26.944444444444446,63.407725321888414,24.622641509433965,Buena
25.1,54.5,13.9,16.1,21.2,6.5,1.02,14.907407407407408,54.78540772532189,20.0,Buena
23.8,42.1,2.5,7.3,15.1,3.8,1.12,6.7592592592592595,10.416666666666668,14.245283018867925,Excelente
26.3,91.1,142.3,157.0,30.5,6.5,1.18,101.98989898989899,195.81770284510011,28.77358490566038,Mala
38.9,83.7,26.5,48.9,44.0,14.6,1.83,45.27777777777778,81.28326180257511,41.509433962264154,Buena
32.2,55.6,9.9,20.0,25.2,14.1,1.75,18.51851851851852,41.25000000000001,23.77358490566038,Excelente
33.9,63.1,2.2,11.7,21.1,17.9,2.55,10.833333333333332,9.166666666666668,19.905660377358494,Excelente
32.2,68.5,12.0,23.4,26.2,9.3,1.52,21.666666666666664,50.0,24.71698113207547,Excelente
27.2,60.5,1.3,4.7,22.7,3.7,0.95,4.351851851851852,5.416666666666667,21.41509433962264,Excelente
31.2,51.4,28.1,41.1,15.6,12.1,1.44,38.05555555555556,84.6480686695279,14.716981132075471,Buena
28.3,56.4,22.1,30.3,28.0,0.6,1.48,28.055555555555557,72.03004291845494,26.41509433962264,Buena
23.9,66.7,4.6,7.9,15.4,7.1,0.95,7.314814814814815,19.166666666666668,14.528301886792454,Excelente
33.8,80.4,17.5,32.8,21.1,12.3,1.51,30.370370370370367,62.35622317596567,19.905660377358494,Buena
49.6,79.9,13.4,26.4,37.8,28.8,2.71,24.444444444444443,53.73390557939914,35.660377358490564,Buena
32.3,72.8,3.4,30.6,42.3,2.8,2.04,28.333333333333336,14.166666666666668,39.90566037735849,Excelente
43.0,83.1,58.2,80.2,34.7,9.1,1.88,63.472727272727276,152.3940990516333,32.735849056603776,Mala
34.7,80.3,2.8,10.9,17.2,8.8,1.56,10.092592592592593,11.666666666666666,16.22641509433962,Excelente
37.7,107.5,22.7,53.0,37.1,25.3,2.58,49.074074074074076,73.29184549356223,35.0,Buena
24.6,42.1,0.9,10.3,23.4,9.1,0.83,9.537037037037038,3.7500000000000004,22.075471698113205,Excelente
29.5,79.8,12.8,29.8,33.2,13.3,1.1,27.59259259259259,52.472103004291846,31.320754716981135,Buena
27.7,60.2,0.4,5.7,25.3,6.2,1.05,5.277777777777778,1.666666666666667,23.867924528301888,Excelente
26.8,98.6,0.9,21.6,34.8,12.9,2.0,20.0,3.7500000000000004,32.83018867924528,Excelente
30.1,75.1,20.5,33.4,28.2,5.4,1.44,30.925925925925924,68.66523605150215,26.60377358490566,Buena
22.3,65.7,1.0,5.7,26.8,3.5,0.91,5.277777777777778,4.166666666666667,25.28301886792453,Excelente
28.0,86.9,7.1,16.5,19.6,7.8,1.77,15.277777777777779,29.583333333333336,18.49056603773585,Excelente
35.4,75.0,10.0,18.8,24.0,13.6,1.5,17.40740740740741,41.66666666666667,22.641509433962263,Excelente
36.0,75.3,43.4,59.5,35.1,22.1,1.97,53.22727272727273,120.45226130653266,33.113207547169814,Regular
27.1,74.1,4.7,8.7,25.3,5.9,1.0,8.055555555555555,19.583333333333336,23.867924528301888,Excelente
24.9,66.0,5.4,7.5,25.0,0.7,1.09,6.944444444444445,22.500000000000004,23.58490566037736,Excelente
23.2,69.7,5.8,14.1,24.6,3.5,0.97,13.055555555555555,24.166666666666668,23.207547169811324,Excelente
34.9,63.0,59.7,69.2,29.5,8.2,1.07,58.028282828282826,153.1685985247629,27.830188679245282,Mala
44.8,97.8,35.2,58.0,38.3,29.6,2.8,52.484848484848484,99.57939914163092,36.13207547169811,Buena
41.3,90.6,70.6,88.5,45.0,30.2,2.93,67.58080808080808,158.79662802950475,42.45283018867924,Mala
33.5,82.9,21.9,45.6,37.1,20.9,1.72,42.22222222222222,71.60944206008584,35.0,Buena
27.7,83.6,3.8,19.9,32.9,17.8,2.09,18.425925925925924,15.833333333333334,31.037735849056602,Excelente
38.6,111.4,9.9,20.0,36.3,22.5,1.74,18.51851851851852,41.25000000000001,34.24528301886792,Excelente
24.1,72.6,27.7,36.5,35.3,6.5,1.95,33.7962962962963,83.8068669527897,33.30188679245283,Buena
26.8,60.2,4.4,10.1,25.7,4.5,1.29,9.351851851851851,18.333333333333336,24.245283018867923,Excelente
33.8,66.1,55.5,79.2,35.2,18.6,2.06,62.97777777777778,151.0,33.20754716981132,Mala
18.5,57.3,7.7,11.1,22.8,4.7,1.1,10.277777777777777,32.083333333333336,21.50943396226415,Excelente
30.3,69.4,41.8,51.2,22.5,5.8,1.57,47.40740740740741,116.51256281407035,21.22641509433962,Regular
23.8,44.4,7.5,11.9,23.1,3.1,0.9,11.018518518518519,31.250000000000004,21.79245283018868,Excelente
24.8,39.8,58.4,68.2,26.5,3.7,0.93,57.53333333333333,152.4973656480506,25.0,Mala
26.8,83.0,53.4,69.0,17.6,15.2,1.82,57.92929292929293,145.0753768844221,16.60377358490566,Regular
26.5,51.7,0.7,5.3,10.7,7.1,1.05,4.907407407407407,2.9166666666666665,10.09433962264151,Excelente
33.4,52.7,53.5,63.4,26.5,10.0,1.32,55.157575757575756,145.321608040201,25.0,Regular
31.6,100.3,6.4,21.2,43.5,14.5,1.79,19.62962962962963,26.66666666666667,41.0377358490566,Excelente
32.2,60.7,48.9,65.1,41.1,14.4,2.79,55.9989898989899,133.99497487437185,38.77358490566038,Regular
39.1,66.8,9.7,21.2,34.1,5.4,2.33,19.62962962962963,40.416666666666664,32.16981132075472,Excelente
22.4,42.8,1.1,8.7,15.2,7.0,1.03,8.055555555555555,4.583333333333334,14.339622641509434,Excelente
27.2,46.3,14.8,18.8,19.7,7.3,1.05,17.40740740740741,56.67811158798283,18.58490566037736,Buena
30.1,91.0,32.1,38.5,23.7,10.6,1.44,35.648148148148145,93.06008583690988,22.358490566037734,Buena
32.8,58.9,30.1,52.0,33.6,22.4,1.73,48.148148148148145,88.85407725321889,31.69811320754717,Buena
29.6,76.1,31.0,48.7,51.2,9.3,2.7,45.092592592592595,90.74678111587983,48.301886792452834,Buena
22.6,43.5,21.0,24.9,24.5,4.8,0.99,23.055555555555554,69.71673819742489,23.11320754716981,Buena
25.4,71.8,1.8,11.8,21.3,10.2,1.33,10.925925925925927,7.500000000000001,20.09433962264151,Excelente
21.8,73.4,12.1,12.0,26.2,6.6,1.04,11.11111111111111,51.0,24.71698113207547,Buena
29.9,51.4,2.8,14.2,23.7,10.0,1.43,13.148148148148147,11.666666666666666,22.358490566037734,Excelente
22.8,67.9,66.8,79.8,28.3,4.3,1.17,63.27474747474747,156.8345626975764,26.69811320754717,Mala
42.5,80.9,33.3,44.4,34.1,11.1,2.28,41.11111111111111,95.58369098712447,32.16981132075472,Buena
37.4,105.6,22.8,44.9,31.1,9.5,2.68,41.574074074074076,73.50214592274679,29.339622641509436,Buena
36.6,109.9,0.4,16.4,39.9,13.0,1.57,15.185185185185183,1.666666666666667,37.64150943396226,Excelente
29.1,77.1,61.8,76.5,28.5,8.4,1.71,61.641414141414145,154.25289778714435,26.88679245283019,Mala
29.7,72.2,9.0,10.4,19.6,5.6,1.09,9.62962962962963,37.5,18.49056603773585,Excelente
29.9,84.5,11.5,24.0,22.2,7.7,1.69,22.22222222222222,47.91666666666667,20.943396226415093,Excelente
22.8,52.5,10.8,16.0,15.5,9.5,1.07,14.814814814814815,45.00000000000001,14.622641509433963,Excelente
35.9,69.9,6.2,17.2,34.0,12.5,2.18,15.925925925925926,25.833333333333336,32.075471698113205,Excelente
30.6,41.9,7.0,11.5,17.0,6.5,1.12,10.648148148148149,29.166666666666668,16.037735849056602,Excelente
35.2,85.5,0.5,12.4,30.8,12.2,1.91,11.481481481481483,2.0833333333333335,29.056603773584907,Excelente
20.6,60.3,33.8,38.3,19.9,1.1,1.07,35.46296296296296,96.63519313304721,18.773584905660375,Buena
22.5,40.7,26.5,31.8,26.4,7.0,1.18,29.444444444444446,81.28326180257511,24.90566037735849,Buena
